input,output,name,grade
latex2nemeth: 60,⠇⠩⠼⠖⠴⠇⠱,Double Digits,Elementary
latex2nemeth: 5.63 \div 7.66 \div 9.19 \div 1.6,⠇⠩⠼⠢⠨⠖⠒⠨⠌⠼⠶⠨⠖⠖⠨⠌⠼⠔⠨⠂⠔⠨⠌⠼⠂⠨⠖⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: -8 < Q < 2,⠇⠩⠤⠼⠦ ⠐⠅ ⠠⠟ ⠐⠅ ⠼⠆⠇⠱,Compound Inequality,High
latex2nemeth: 170.62,⠇⠩⠼⠂⠶⠴⠨⠖⠆⠇⠱,Decimal Double,Elementary
latex2nemeth: \frac-b 2 \frac-separator 1 \frac-e - \frac-b 7 \frac-separator 6 \frac-e - \frac-b 1 \frac-separator 2 \frac-e - \frac-b 8 \frac-separator 5 \frac-e,⠇⠩⠹⠆⠌⠂⠼⠤⠹⠶⠌⠖⠼⠤⠹⠂⠌⠆⠼⠤⠹⠦⠌⠢⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: |35|,⠇⠩⠳⠒⠢⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: \frac-b 7 \frac-separator 2 \frac-e \times \frac-b 6 \frac-separator 7 \frac-e \times \frac-b 10 \frac-separator 3 \frac-e \times \frac-b 5 \frac-separator 3 \frac-e,⠇⠩⠹⠶⠌⠆⠼⠈⠡⠹⠖⠌⠶⠼⠈⠡⠹⠂⠴⠌⠒⠼⠈⠡⠹⠢⠌⠒⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: 51 + 4 + 56 + 88,⠇⠩⠼⠢⠂⠬⠼⠲⠬⠼⠢⠖⠬⠼⠦⠦⠇⠱,Addition Integers,Elementary
latex2nemeth: 19 + 4 + 16 + 58,⠇⠩⠼⠂⠔⠬⠼⠲⠬⠼⠂⠖⠬⠼⠢⠦⠇⠱,Addition Integers,Elementary
latex2nemeth: 27!,⠇⠩⠼⠆⠶⠯⠇⠱,Factorial,Middle
latex2nemeth: 1456 \div 56,⠇⠩⠼⠂⠲⠢⠖⠨⠌⠼⠢⠖⠇⠱,Division,Elementary
latex2nemeth: \sqrtib {10} \sqrtie \sqrt-b 66 \sqrt-e,⠇⠩⠣⠂⠴⠼⠖⠖⠻⠇⠱,Cube Root,Middle
latex2nemeth: 2.23 \div 7.99 \div 9.4 \div 7.37,⠇⠩⠼⠆⠨⠆⠒⠨⠌⠼⠶⠨⠔⠔⠨⠌⠼⠔⠨⠲⠨⠌⠼⠶⠨⠒⠶⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 43,⠇⠩⠼⠲⠒⠇⠱,Double Digits,Elementary
latex2nemeth: C \setminus Z,⠇⠩⠠⠉⠸⠡⠠⠵⠇⠱,Set Notation,Middle
latex2nemeth: -13 \bmod 4,⠇⠩⠤⠼⠂⠒ ⠍⠕⠙ ⠼⠲⠇⠱,Modulus,Middle
latex2nemeth: 11 - 38 - 49 - 69,⠇⠩⠼⠂⠂⠤⠼⠒⠦⠤⠼⠲⠔⠤⠼⠖⠔⠇⠱,Subtraction Integers,Elementary
latex2nemeth: (W + 2)\superscript-b 2 \superscript-e - 3\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠠⠺⠬⠼⠆⠾⠘⠆⠐⠤⠼⠒⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 672,⠇⠩⠼⠖⠶⠆⠇⠱,Three Digits,Elementary
latex2nemeth: 3.38 \times 0.92,⠇⠩⠼⠒⠨⠒⠦⠈⠡⠼⠴⠨⠔⠆⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: \sqrtib 3 \sqrtie \sqrt-b 10 \sqrt-e,⠇⠩⠣⠒⠼⠂⠴⠻⠇⠱,Nth Root,Middle
latex2nemeth: (u + 1)\superscript-b 2 \superscript-e - 4\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠥⠬⠼⠂⠾⠘⠆⠐⠤⠼⠲⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 4.58 \div 5.42 \div 6.66 \div 1.58,⠇⠩⠼⠲⠨⠢⠦⠨⠌⠼⠢⠨⠲⠆⠨⠌⠼⠖⠨⠖⠖⠨⠌⠼⠂⠨⠢⠦⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: B \div P \div F \div q,⠇⠩⠠⠃⠨⠌⠠⠏⠨⠌⠠⠋⠨⠌⠟⠇⠱,Division Variables,Middle
latex2nemeth: 5 \times 6 \times 1 \times 7,⠇⠩⠼⠢⠈⠡⠼⠖⠈⠡⠼⠂⠈⠡⠼⠶⠇⠱,Multiplication Integers,Elementary
latex2nemeth: \sqrt-b 519 \sqrt-e,⠇⠩⠜⠢⠂⠔⠻⠇⠱,Square Root,Elementary
latex2nemeth: 94\superscript-b 988 \superscript-e,⠇⠩⠼⠔⠲⠘⠔⠦⠦⠐⠇⠱,Power,Middle
latex2nemeth: q\superscript-b 2 \superscript-e \leq 8,⠇⠩⠟⠘⠆⠐ ⠐⠅⠱ ⠼⠦⠇⠱,Power Inequality,High
latex2nemeth: \sqrt-b 62 \sqrt-e,⠇⠩⠜⠖⠆⠻⠇⠱,Root,Elementary
latex2nemeth: 82L\superscript-b 2 \superscript-e + -60L + 47,⠇⠩⠼⠦⠆⠠⠇⠘⠆⠐⠬⠤⠼⠖⠴⠠⠇⠬⠼⠲⠶⠇⠱,Quadratic Equations,High
latex2nemeth: .46,⠇⠩⠼⠨⠲⠖⠇⠱,Decimal starting with point,Elementary
latex2nemeth: 15 - 47,⠇⠩⠼⠂⠢⠤⠼⠲⠶⠇⠱,Subtraction,Elementary
latex2nemeth: \sqrtib 2 \sqrtie \sqrt-b 37 \sqrt-e,⠇⠩⠣⠆⠼⠒⠶⠻⠇⠱,Nth Root,Middle
latex2nemeth: 913.705,⠇⠩⠼⠔⠂⠒⠨⠶⠴⠢⠇⠱,Decimal Triple,Elementary
latex2nemeth: \sqrt-b 557 \sqrt-e,⠇⠩⠜⠢⠢⠶⠻⠇⠱,Square Root,Elementary
latex2nemeth: \frac-b -51 \frac-separator 74 \frac-e,⠇⠩⠹⠤⠢⠂⠌⠶⠲⠼⠇⠱,Fraction,Elementary
latex2nemeth: z \times G \times I \times f,⠇⠩⠵⠈⠡⠠⠛⠈⠡⠠⠊⠈⠡⠋⠇⠱,Multiplication Variables,Middle
latex2nemeth: -98 + 86,⠇⠩⠤⠼⠔⠦⠬⠼⠦⠖⠇⠱,Addition,Elementary
latex2nemeth: -56d\superscript-b 3 \superscript-e + -70d\superscript-b 2 \superscript-e + 81d + 86,⠇⠩⠤⠼⠢⠖⠙⠘⠒⠐⠬⠤⠼⠶⠴⠙⠘⠆⠐⠬⠼⠦⠂⠙⠬⠼⠦⠖⠇⠱,Cubic Equation,High
latex2nemeth: \frac-b 5 \frac-separator 1 \frac-e + \frac-b 1 \frac-separator 3 \frac-e + \frac-b 7 \frac-separator 2 \frac-e + \frac-b 5 \frac-separator 9 \frac-e,⠇⠩⠹⠢⠌⠂⠼⠬⠹⠂⠌⠒⠼⠬⠹⠶⠌⠆⠼⠬⠹⠢⠌⠔⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: 54.17 - 73.79 - 67.9 - 57.08,⠇⠩⠼⠢⠲⠨⠂⠶⠤⠼⠶⠒⠨⠶⠔⠤⠼⠖⠶⠨⠔⠤⠼⠢⠶⠨⠴⠦⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: \sqrtib {97} \sqrtie \sqrt-b 80 \sqrt-e,⠇⠩⠣⠔⠶⠼⠦⠴⠻⠇⠱,Cube Root,Middle
latex2nemeth: \sqrt-b 30 \sqrt-e,⠇⠩⠜⠒⠴⠻⠇⠱,Root,Elementary
latex2nemeth: 9.48 - 74.07 - 81.11 - 98.62,⠇⠩⠼⠔⠨⠲⠦⠤⠼⠶⠲⠨⠴⠶⠤⠼⠦⠂⠨⠂⠂⠤⠼⠔⠦⠨⠖⠆⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: \zeta,⠇⠩⠨⠵⠇⠱,Greek Letters,Middle
latex2nemeth: c,⠇⠩⠉⠇⠱,Variables,Middle
latex2nemeth: 7X + 15 \leq -32,⠇⠩⠼⠶⠠⠭⠬⠼⠂⠢ ⠐⠅⠱ ⠤⠼⠒⠆⠇⠱,Variable Inequality,Middle
latex2nemeth: 64.62 + 7.37 + 23.72 + 63.32,⠇⠩⠼⠖⠲⠨⠖⠆⠬⠼⠶⠨⠒⠶⠬⠼⠆⠒⠨⠶⠆⠬⠼⠖⠒⠨⠒⠆⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: 347.7,⠇⠩⠼⠒⠲⠶⠨⠶⠇⠱,Decimal Single,Elementary
latex2nemeth: \sqrt-b 418 \sqrt-e,⠇⠩⠜⠲⠂⠦⠻⠇⠱,Square Root,Elementary
latex2nemeth: B \cup X,⠇⠩⠠⠃⠨⠬⠠⠭⠇⠱,Set Operations,Middle
"latex2nemeth: \int e\superscript-b x \superscript-e \, dy",⠇⠩⠮⠑⠘⠭⠐⠙⠽⠇⠱,Indefinite Integral,High
latex2nemeth: 60!,⠇⠩⠼⠖⠴⠯⠇⠱,Factorial,Middle
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 78 \sqrt-e,⠇⠩⠣⠢⠼⠶⠦⠻⠇⠱,Nth Root,Middle
latex2nemeth: (Y + 4)\superscript-b 2 \superscript-e - 2\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠠⠽⠬⠼⠲⠾⠘⠆⠐⠤⠼⠆⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 18 + 60 + 18 + 93,⠇⠩⠼⠂⠦⠬⠼⠖⠴⠬⠼⠂⠦⠬⠼⠔⠒⠇⠱,Addition Integers,Elementary
latex2nemeth: \sqrtib 3 \sqrtie \sqrt-b 7 \sqrt-e,⠇⠩⠣⠒⠼⠶⠻⠇⠱,Nth Root,Middle
latex2nemeth: 2\superscript-b 5 \superscript-e,⠇⠩⠼⠆⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: 4.61 \times 4.18,⠇⠩⠼⠲⠨⠖⠂⠈⠡⠼⠲⠨⠂⠦⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: -96\superscript-b 320 \superscript-e,⠇⠩⠤⠼⠔⠖⠘⠒⠆⠴⠐⠇⠱,Power,Middle
latex2nemeth: 35\superscript-b 726 \superscript-e,⠇⠩⠼⠒⠢⠘⠶⠆⠖⠐⠇⠱,Power,Middle
latex2nemeth: \frac-b 7 \frac-separator 9 \frac-e \times \frac-b 1 \frac-separator 1 \frac-e \times \frac-b 3 \frac-separator 2 \frac-e \times \frac-b 1 \frac-separator 2 \frac-e,⠇⠩⠹⠶⠌⠔⠼⠈⠡⠹⠂⠌⠂⠼⠈⠡⠹⠒⠌⠆⠼⠈⠡⠹⠂⠌⠆⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: k \div E \div d \div o,⠇⠩⠅⠨⠌⠠⠑⠨⠌⠙⠨⠌⠕⠇⠱,Division Variables,Middle
latex2nemeth: \frac-b 2 \frac-separator 5 \frac-e \times \frac-b 10 \frac-separator 7 \frac-e \times \frac-b 7 \frac-separator 5 \frac-e \times \frac-b 7 \frac-separator 2 \frac-e,⠇⠩⠹⠆⠌⠢⠼⠈⠡⠹⠂⠴⠌⠶⠼⠈⠡⠹⠶⠌⠢⠼⠈⠡⠹⠶⠌⠆⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: \sqrtib 2 \sqrtie \sqrt-b 99 \sqrt-e,⠇⠩⠣⠆⠼⠔⠔⠻⠇⠱,Nth Root,Middle
latex2nemeth: e\superscript-b 1 \superscript-e,⠇⠩⠑⠘⠂⠐⠇⠱,Exponential,High
latex2nemeth: 78.86 - 11.34 - 46.14 - 61.75,⠇⠩⠼⠶⠦⠨⠦⠖⠤⠼⠂⠂⠨⠒⠲⠤⠼⠲⠖⠨⠂⠲⠤⠼⠖⠂⠨⠶⠢⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: 63 - -41,⠇⠩⠼⠖⠒⠤⠤⠼⠲⠂⠇⠱,Subtraction,Elementary
latex2nemeth: \sqrtib {61} \sqrtie \sqrt-b 49 \sqrt-e,⠇⠩⠣⠖⠂⠼⠲⠔⠻⠇⠱,Cube Root,Middle
latex2nemeth: -14641,⠇⠩⠤⠼⠂⠲⠖⠲⠂⠇⠱,Large Numbers,Middle
latex2nemeth: \frac-b 3 \frac-separator 2 \frac-e \times \frac-b 2 \frac-separator 1 \frac-e \times \frac-b 5 \frac-separator 8 \frac-e \times \frac-b 5 \frac-separator 4 \frac-e,⠇⠩⠹⠒⠌⠆⠼⠈⠡⠹⠆⠌⠂⠼⠈⠡⠹⠢⠌⠦⠼⠈⠡⠹⠢⠌⠲⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: l + -15 = -3,⠇⠩⠇⠬⠤⠼⠂⠢⠨⠨⠤⠼⠒⠇⠱,Variable Expression,Middle
latex2nemeth: 35.08 - 12.68 - 48.47 - 52.9,⠇⠩⠼⠒⠢⠨⠴⠦⠤⠼⠂⠆⠨⠖⠦⠤⠼⠲⠦⠨⠲⠶⠤⠼⠢⠆⠨⠔⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: \frac-b 4 \frac-separator 7 \frac-e - \frac-b 7 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 3 \frac-e - \frac-b 1 \frac-separator 1 \frac-e,⠇⠩⠹⠲⠌⠶⠼⠤⠹⠶⠌⠂⠼⠤⠹⠂⠌⠒⠼⠤⠹⠂⠌⠂⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: A \setminus X,⠇⠩⠠⠁⠸⠡⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: \frac-b L + 5 \frac-separator 9 \frac-e,⠇⠩⠹⠠⠇⠬⠢⠌⠔⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: 14 + 47 + 81 + 18,⠇⠩⠼⠂⠲⠬⠼⠲⠶⠬⠼⠦⠂⠬⠼⠂⠦⠇⠱,Addition Integers,Elementary
latex2nemeth: Z - Q - x - R,⠇⠩⠠⠵⠤⠠⠟⠤⠭⠤⠠⠗⠇⠱,Subtraction Variables,Middle
latex2nemeth: 3 \times 7 \times 5 \times 3,⠇⠩⠼⠒⠈⠡⠼⠶⠈⠡⠼⠢⠈⠡⠼⠒⠇⠱,Multiplication Integers,Elementary
latex2nemeth: \sqrt-b 574 \sqrt-e,⠇⠩⠜⠢⠶⠲⠻⠇⠱,Square Root,Elementary
latex2nemeth: 1971 \div 27,⠇⠩⠼⠂⠔⠶⠂⠨⠌⠼⠆⠶⠇⠱,Division,Elementary
latex2nemeth: 58.38 + 76.92 + 24.74 + 1.63,⠇⠩⠼⠢⠦⠨⠒⠦⠬⠼⠶⠖⠨⠔⠆⠬⠼⠆⠲⠨⠶⠲⠬⠼⠂⠨⠖⠒⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: 2108 \div 68,⠇⠩⠼⠆⠂⠴⠦⠨⠌⠼⠖⠦⠇⠱,Division,Elementary
"latex2nemeth: \int\subscript-b 4 \superscript-b 8 \superscript-e 1/x \, dz",⠇⠩⠮⠰⠲⠘⠦⠐⠼⠂⠸⠌⠭⠀⠙⠵⠇⠱,Definite Integral,High
latex2nemeth: 473,⠇⠩⠼⠲⠶⠒⠇⠱,Three Digits,Elementary
latex2nemeth: H,⠇⠩⠠⠓⠇⠱,Variables,Middle
latex2nemeth: 9 \times 1 \times 9 \times 7,⠇⠩⠼⠔⠈⠡⠼⠂⠈⠡⠼⠔⠈⠡⠼⠶⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 3E + 92 \geq -46,⠇⠩⠼⠒⠠⠑⠬⠼⠔⠆ ⠨⠂⠱ ⠤⠼⠲⠖⠇⠱,Variable Inequality,Middle
latex2nemeth: 81.59 + 97.94 + 74.21 + 31.76,⠇⠩⠼⠦⠂⠨⠢⠔⠬⠼⠔⠶⠨⠔⠲⠬⠼⠶⠲⠨⠆⠂⠬⠼⠒⠂⠨⠶⠖⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: \sqrtib 3 \sqrtie \sqrt-b 49 \sqrt-e,⠇⠩⠣⠒⠼⠲⠔⠻⠇⠱,Nth Root,Middle
latex2nemeth: 56 \bmod 5,⠇⠩⠼⠢⠖ ⠍⠕⠙ ⠼⠢⠇⠱,Modulus,Middle
latex2nemeth: (f + 4)(f + 2) = 0,⠇⠩⠷⠋⠬⠼⠲⠾⠷⠋⠬⠼⠆⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: \log\subscript-b 10 \subscript-e(55),⠇⠩⠇⠕⠛ ⠰⠂⠴⠐⠷⠼⠢⠢⠾⠇⠱,Logarithm,High
latex2nemeth: |A - 10| > 4,⠇⠩⠳⠠⠁⠤⠂⠴⠳⠼⠲⠇⠱,Absolute Value Inequality,High
latex2nemeth: 7.68 \times 9.0 \times 1.34 \times 6.41,⠇⠩⠼⠶⠨⠖⠦⠈⠡⠼⠔⠨⠴⠈⠡⠼⠂⠨⠒⠲⠈⠡⠼⠖⠨⠲⠂⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: 63 \mixedfrac-b 6 \frac-separator 12 \mixedfrac-e,⠇⠩⠼⠖⠒⠸⠹⠖⠌⠂⠆⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 10\superscript-b 5 \superscript-e,⠇⠩⠼⠂⠴⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: -10 < L < -1,⠇⠩⠤⠼⠂⠴ ⠐⠅ ⠠⠇ ⠐⠅ ⠤⠼⠂⠇⠱,Compound Inequality,High
latex2nemeth: \frac-b 9 \frac-separator 7 \frac-e - \frac-b 9 \frac-separator 10 \frac-e - \frac-b 1 \frac-separator 1 \frac-e - \frac-b 4 \frac-separator 3 \frac-e,⠇⠩⠹⠔⠌⠶⠼⠤⠹⠔⠌⠂⠴⠼⠤⠹⠂⠌⠂⠼⠤⠹⠲⠌⠒⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: \sqrtib 5 \sqrtie \sqrt-b 71 \sqrt-e,⠇⠩⠣⠢⠼⠶⠂⠻⠇⠱,Nth Root,Middle
latex2nemeth: 960.3,⠇⠩⠼⠔⠖⠴⠨⠒⠇⠱,Decimal Single,Elementary
latex2nemeth: 967,⠇⠩⠼⠔⠖⠶⠇⠱,Three Digits,Elementary
latex2nemeth: A \cup Y,⠇⠩⠠⠁⠨⠬⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: (z + 2)\superscript-b 2 \superscript-e - 3\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠵⠬⠼⠆⠾⠘⠆⠐⠤⠼⠒⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 9.14 \times 8.38 \times 9.35 \times 5.14,⠇⠩⠼⠔⠨⠂⠲⠈⠡⠼⠦⠨⠒⠦⠈⠡⠼⠔⠨⠒⠢⠈⠡⠼⠢⠨⠂⠲⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: \frac-b 8 \frac-separator 7 \frac-e \div \frac-b 7 \frac-separator 4 \frac-e \div \frac-b 4 \frac-separator 7 \frac-e \div \frac-b 3 \frac-separator 4 \frac-e,⠇⠩⠹⠦⠌⠶⠼⠨⠌⠹⠶⠌⠲⠼⠨⠌⠹⠲⠌⠶⠼⠨⠌⠹⠒⠌⠲⠼⠇⠱,Division Fractions,Middle
latex2nemeth: \frac-b 64 \frac-separator 11 \frac-e,⠇⠩⠹⠖⠲⠌⠂⠂⠼⠇⠱,Fraction,Elementary
latex2nemeth: -69\superscript-b 164 \superscript-e,⠇⠩⠤⠼⠖⠔⠘⠂⠖⠲⠐⠇⠱,Power,Middle
latex2nemeth: 113,⠇⠩⠼⠂⠂⠒⠇⠱,Three Digits,Elementary
latex2nemeth: -3d\superscript-b 3 \superscript-e + -4d\superscript-b 2 \superscript-e + -5d + 4 = 0,⠇⠩⠤⠼⠒⠙⠘⠒⠐⠬⠤⠼⠲⠙⠘⠆⠐⠬⠤⠼⠢⠙⠬⠼⠲⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: |73|,⠇⠩⠳⠶⠒⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: -3492 \div 36,⠇⠩⠤⠼⠒⠲⠔⠆⠨⠌⠼⠒⠖⠇⠱,Division,Elementary
latex2nemeth: \sqrtib {76} \sqrtie \sqrt-b 46 \sqrt-e,⠇⠩⠣⠶⠖⠼⠲⠖⠻⠇⠱,Cube Root,Middle
latex2nemeth: 48n\superscript-b 2 \superscript-e + -52n + 29,⠇⠩⠼⠲⠦⠝⠘⠆⠐⠬⠤⠼⠢⠆⠝⠬⠼⠆⠔⠇⠱,Quadratic Equations,High
latex2nemeth: \frac-b 8 \frac-separator 3 \frac-e \div \frac-b 1 \frac-separator 5 \frac-e \div \frac-b 1 \frac-separator 3 \frac-e \div \frac-b 7 \frac-separator 2 \frac-e,⠇⠩⠹⠦⠌⠒⠼⠨⠌⠹⠂⠌⠢⠼⠨⠌⠹⠂⠌⠒⠼⠨⠌⠹⠶⠌⠆⠼⠇⠱,Division Fractions,Middle
latex2nemeth: .82,⠇⠩⠼⠨⠦⠆⠇⠱,Decimal starting with point,Elementary
latex2nemeth: 79.22 - 40.01 - 66.15 - 11.77,⠇⠩⠼⠶⠔⠨⠆⠆⠤⠼⠲⠴⠨⠴⠂⠤⠼⠖⠖⠨⠂⠢⠤⠼⠂⠂⠨⠶⠶⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: 10\superscript-b 49 \superscript-e,⠇⠩⠼⠂⠴⠘⠲⠔⠐⠇⠱,Exponential Equation,High
latex2nemeth: 85 + 97 + 22 + 4,⠇⠩⠼⠦⠢⠬⠼⠔⠶⠬⠼⠆⠆⠬⠼⠲⠇⠱,Addition Integers,Elementary
latex2nemeth: 6 > -64,⠇⠩⠼⠖ ⠨⠂ ⠤⠼⠖⠲⠇⠱,Inequality,Middle
latex2nemeth: L\superscript-b 3 \superscript-e < 28,⠇⠩⠠⠇⠘⠒⠐ ⠐⠅ ⠼⠆⠦⠇⠱,Power Inequality,High
latex2nemeth: \sqrt-b 27 \sqrt-e,⠇⠩⠜⠆⠶⠻⠇⠱,Root,Elementary
latex2nemeth: \frac-b 16 \frac-separator 94 \frac-e,⠇⠩⠹⠂⠖⠌⠔⠲⠼⠇⠱,Fraction,Elementary
latex2nemeth: (j + 4)(j + 5) = 0,⠇⠩⠷⠚⠬⠼⠲⠾⠷⠚⠬⠼⠢⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: \frac-b 3 \frac-separator 4 \frac-e \times \frac-b 1 \frac-separator 2 \frac-e \times \frac-b 1 \frac-separator 5 \frac-e \times \frac-b 2 \frac-separator 1 \frac-e,⠇⠩⠹⠒⠌⠲⠼⠈⠡⠹⠂⠌⠆⠼⠈⠡⠹⠂⠌⠢⠼⠈⠡⠹⠆⠌⠂⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: 570.6,⠇⠩⠼⠢⠶⠴⠨⠖⠇⠱,Decimal Single,Elementary
latex2nemeth: -56\superscript-b 176 \superscript-e,⠇⠩⠤⠼⠢⠖⠘⠂⠶⠖⠐⠇⠱,Power,Middle
latex2nemeth: -60 \times 97,⠇⠩⠤⠼⠖⠴⠈⠡⠼⠔⠶⠇⠱,Multiplication,Elementary
latex2nemeth: B \supseteq X,⠇⠩⠠⠃ ⠸⠨⠂⠱ ⠠⠭⠇⠱,Set Operations,Middle
latex2nemeth: \sqrtib {24} \sqrtie \sqrt-b 93 \sqrt-e,⠇⠩⠣⠆⠲⠼⠔⠒⠻⠇⠱,Cube Root,Middle
latex2nemeth: 10\superscript-b 1 \superscript-e,⠇⠩⠼⠂⠴⠘⠂⠐⠇⠱,Exponential,High
latex2nemeth: 2.30,⠇⠩⠼⠆⠨⠒⠴⠇⠱,Decimal Double,Elementary
latex2nemeth: 3 \times 2 \times 6 \times 2,⠇⠩⠼⠒⠈⠡⠼⠆⠈⠡⠼⠖⠈⠡⠼⠆⠇⠱,Multiplication Integers,Elementary
"latex2nemeth: \int\subscript-b 4 \superscript-b 7 \superscript-e \sin x \, dy",⠇⠩⠮⠰⠲⠘⠶⠐⠎⠊⠝⠭⠀⠙⠽⠇⠱,Definite Integral,High
latex2nemeth: 403,⠇⠩⠼⠲⠴⠒⠇⠱,Three Digits,Elementary
latex2nemeth: 2\superscript-b 27 \superscript-e,⠇⠩⠼⠆⠘⠆⠶⠐⠇⠱,Exponential Equation,High
latex2nemeth: 96.79 + 51.45 + 50.02 + 30.88,⠇⠩⠼⠔⠖⠨⠶⠔⠬⠼⠢⠂⠨⠲⠢⠬⠼⠢⠴⠨⠴⠆⠬⠼⠒⠴⠨⠦⠦⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: 94\sqrt-b 9850 \sqrt-e,⠇⠩⠼⠔⠲⠜⠔⠦⠢⠴⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: -19 \times 40,⠇⠩⠤⠼⠂⠔⠈⠡⠼⠲⠴⠇⠱,Multiplication,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b -\pi \superscript-e \ln x \, dz",⠇⠩⠮⠰⠿⠘⠤⠨⠏⠐⠇⠝⠭⠀⠙⠵⠇⠱,Improper Integral,High
latex2nemeth: B \times u \times H \times N,⠇⠩⠠⠃⠈⠡⠥⠈⠡⠠⠓⠈⠡⠠⠝⠇⠱,Multiplication Variables,Middle
latex2nemeth: C \cup X,⠇⠩⠠⠉⠨⠬⠠⠭⠇⠱,Set Notation,Middle
latex2nemeth: \sqrtib 4 \sqrtie \sqrt-b 93 \sqrt-e,⠇⠩⠣⠲⠼⠔⠒⠻⠇⠱,Nth Root,Middle
latex2nemeth: 56 > 62,⠇⠩⠼⠢⠖ ⠨⠂ ⠼⠖⠆⠇⠱,Inequality,Middle
latex2nemeth: 4.72 \div 2.07 \div 5.9 \div 5.29,⠇⠩⠼⠲⠨⠶⠆⠨⠌⠼⠆⠨⠴⠶⠨⠌⠼⠢⠨⠔⠨⠌⠼⠢⠨⠆⠔⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 309.331,⠇⠩⠼⠒⠴⠔⠨⠒⠒⠂⠇⠱,Decimal Triple,Elementary
latex2nemeth: 504 \div 36,⠇⠩⠼⠢⠴⠲⠨⠌⠼⠒⠖⠇⠱,Division,Elementary
latex2nemeth: 2\superscript-b 5 \superscript-e,⠇⠩⠼⠆⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: \frac-b 2 \frac-separator 7 \frac-e - \frac-b 8 \frac-separator 7 \frac-e - \frac-b 3 \frac-separator 1 \frac-e - \frac-b 8 \frac-separator 3 \frac-e,⠇⠩⠹⠆⠌⠶⠼⠤⠹⠦⠌⠶⠼⠤⠹⠒⠌⠂⠼⠤⠹⠦⠌⠒⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 94748,⠇⠩⠼⠔⠲⠶⠲⠦⠇⠱,Large Numbers,Middle
latex2nemeth: 8,⠇⠩⠼⠦⠇⠱,Single Digits,Elementary
latex2nemeth: 58\superscript-b 860 \superscript-e,⠇⠩⠼⠢⠦⠘⠦⠖⠴⠐⠇⠱,Power,Middle
